# Sample UnmixDB labels (truncated from IRCAM docs) for parser tests.
-2.27415963589999981	-2.27415963589999981	1	start	"07_Sr_Click_-_Tibetan_-_Antiritmo024.excerpt40.mp3"
-2.27415963589999981	-2.27415963589999981	1	speed	1
 0.00000000000000000	 0.00000000000000000	1	bpm	127.937802416
 0.00000000000000000	 7.61034013609999960	1	fadein	
20.73541950110000087	20.73541950110000087	1	cutpoint	
28.73608979710000000	28.73608979710000000	2	start	"08_Banding_-_Eula_-_Antiritmo024.excerpt40.mp3"
28.73608979710000000	28.73608979710000000	2	speed	1.015
32.00870748290000023	38.99791383219999830	1	fadeout	
32.00870748290000023	39.39265306109999898	2	fadein	
41.50416235950000043	41.50416235950000043	1	stop	"07_Sr_Click_-_Tibetan_-_Antiritmo024.excerpt40.mp3"
52.31455782300000124	52.31455782300000124	2	cutpoint	
60.81445714400000213	60.81445714400000213	3	start	"01_Choenyi_-_PA_To_M_-_Antiritmo024.excerpt40.mp3"
60.81445714400000213	60.81445714400000213	3	speed	0.956
63.49496598630000221	70.87891156450000096	2	fadeout	
63.49496598630000221	70.52480725610000434	3	fadein	
73.69862947960000099	73.69862947960000099	2	stop	"08_Banding_-_Eula_-_Antiritmo024.excerpt40.mp3"
83.64988662120001095	83.64988662120001095	3	cutpoint	
94.89414965970000537	102.45224489779999999	3	fadeout	
104.62124172450000970	104.62124172450000970	3	stop	"01_Choenyi_-_PA_To_M_-_Antiritmo024.excerpt40.mp3"
